timestamp,rule_id,rule_level,rule_description,rule_groups,agent_name,agent_id,src_ip,dst_ip,dst_port,label,hit_count_60s,hour_of_day
2026-06-24 00:03:45.216000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,45.148.10.151,,,0,1,0
2026-06-24 00:03:45.886000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,1,0
2026-06-24 00:03:45.935000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,2,0
2026-06-24 00:03:47.887000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,14.29.214.161,,,0,1,0
2026-06-24 00:03:47.908000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,14.29.214.161,,,0,2,0
2026-06-24 00:04:03.270000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:04:37.358000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:05:36.002000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,1,0
2026-06-24 00:05:36.071000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,2,0
2026-06-24 00:05:39.592000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:05:40.583000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,14.29.214.161,,,0,2,0
2026-06-24 00:05:40.583000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,14.29.214.161,,,0,2,0
2026-06-24 00:05:47.624000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,2.57.121.112,,,0,1,0
2026-06-24 00:06:22.054000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,1,0
2026-06-24 00:06:22.095000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,2,0
2026-06-24 00:07:13.908000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:07:19.928000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:07:34.134000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,14.29.214.161,,,0,1,0
2026-06-24 00:07:34.183000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,14.29.214.161,,,0,2,0
2026-06-24 00:08:50.209000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:08:56.220000+00:00,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,1,45.148.10.152,,,0,1,0
2026-06-24 00:09:00.812000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,193.46.255.86,,,0,1,0
2026-06-24 00:09:24.296000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,45.148.10.152,,,0,2,0
2026-06-24 00:09:28.818000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,14.29.214.161,,,0,1,0
2026-06-24 00:09:28.859000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,14.29.214.161,,,0,2,0
2026-06-24 00:10:04.383000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:10:14.455000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,2.57.121.25,,,0,1,0
2026-06-24 00:10:26.496000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:11:00.467000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,1,0
2026-06-24 00:11:00.908000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,2,0
2026-06-24 00:11:32.665000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:11:32.666000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:11:32.666000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:11:32.666000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:11:34.677000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:11:58.792000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:12:38.889000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:12:48.383000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,1,0
2026-06-24 00:12:48.431000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,2,0
2026-06-24 00:13:33.025000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:14:34.491000+00:00,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,1,45.148.10.152,,,0,1,0
2026-06-24 00:14:42.710000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,1,0
2026-06-24 00:14:43.141000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,2,0
2026-06-24 00:15:01.297000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,45.148.10.151,,,0,1,0
2026-06-24 00:15:07.325000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:15:23.400000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:16:37.264000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,1,0
2026-06-24 00:16:37.305000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,2,0
2026-06-24 00:16:45.593000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:18:07.979000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:18:22.028000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:18:27.329000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,1,0
2026-06-24 00:18:27.357000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,2,0
2026-06-24 00:19:58.291000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:20:13.345000+00:00,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,1,45.148.10.141,,,0,1,0
2026-06-24 00:20:14.863000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,1,0
2026-06-24 00:20:14.895000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,51.178.114.78,,,0,2,0
2026-06-24 00:20:42.379000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,62.60.130.219,,,0,1,0
2026-06-24 00:20:50.401000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:21:24.485000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,78.128.112.74,,,0,1,0
2026-06-24 00:21:34.498000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:23:10.742000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:23:28.800000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:24:27.053000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,193.46.255.86,,,0,1,0
2026-06-24 00:24:47.089000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:25:53.214000+00:00,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,1,45.148.10.147,,,0,1,0
2026-06-24 00:26:09.297000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:26:19.318000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,45.148.10.152,,,0,1,0
2026-06-24 00:26:23.329000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:26:33.352000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,85.19.195.12,,,0,1,0
2026-06-24 00:27:21.492000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,128.185.12.179,,,0,1,0
2026-06-24 00:27:59.604000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:28:39.728000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:28:53.761000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:29:37.910000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:29:51.941000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,1,0
2026-06-24 00:29:53.432000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,2,0
2026-06-24 00:31:06.178000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:31:16.221000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:31:30.040000+00:00,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,1,45.148.10.151,,,0,1,0
2026-06-24 00:31:32.263000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:31:56.336000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,45.148.10.147,,,0,1,0
2026-06-24 00:32:54.522000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:33:15.627000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,1,0
2026-06-24 00:33:16.129000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,2,0
2026-06-24 00:33:32.639000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:34:14.759000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:34:32.820000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:36:01.050000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:36:09.069000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,91.92.40.176,,,0,1,0
2026-06-24 00:36:21.348000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,1,0
2026-06-24 00:36:23.127000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,2,0
2026-06-24 00:36:31.889000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,2,0
2026-06-24 00:36:31.889000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,2,0
2026-06-24 00:36:57.214000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,45.148.10.121,,,0,1,0
2026-06-24 00:37:01.224000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:37:09.877000+00:00,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,1,45.148.10.151,,,0,1,0
2026-06-24 00:37:35.513000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,45.148.10.157,,,0,1,0
2026-06-24 00:38:29.429000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:39:47.660000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:40:51.854000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:41:02.086000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,141.98.83.240,,,0,1,0
2026-06-24 00:41:13.908000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,1,0
2026-06-24 00:41:13.909000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,2,0
2026-06-24 00:41:38.003000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:41:38.004000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:41:38.012000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:41:38.012000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:41:38.012000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:42:24.186000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:42:54.714000+00:00,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,1,45.227.254.170,,,0,1,0
2026-06-24 00:43:20.296000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,45.148.10.141,,,0,1,0
2026-06-24 00:43:20.297000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:43:26.315000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,1,0
2026-06-24 00:43:26.316000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,2,0
2026-06-24 00:45:04.604000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:45:24.649000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,2,0
2026-06-24 00:45:24.649000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,2,0
2026-06-24 00:45:40.801000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,1,0
2026-06-24 00:45:40.803000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,2,0
2026-06-24 00:45:48.852000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:47:49.212000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:47:49.212000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,1,0
2026-06-24 00:47:49.213000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,2,0
2026-06-24 00:48:07.373000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,2,0
2026-06-24 00:48:07.373000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,2,0
2026-06-24 00:48:13.055000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,45.148.10.121,,,0,1,0
2026-06-24 00:48:19.398000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:48:31.071000+00:00,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,1,45.148.10.147,,,0,1,0
2026-06-24 00:48:32.561000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,,,,0,0,0
2026-06-24 00:48:59.525000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,45.227.254.170,,,0,1,0
2026-06-24 00:49:09.548000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,141.98.83.240,,,0,1,0
2026-06-24 00:49:54.579000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,1,0
2026-06-24 00:49:54.620000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,46.135.109.64,,,0,2,0
2026-06-24 00:49:59.660000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,1,0
2026-06-24 00:49:59.661000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,2,0
2026-06-24 00:50:13.707000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,1,0
2026-06-24 00:50:13.708000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,2,0
2026-06-24 00:50:29.749000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:50:39.777000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:51:21.884000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,1,0
2026-06-24 00:51:21.903000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,2,0
2026-06-24 00:51:57.987000+00:00,86003,3,Docker: Error message,docker|docker-error,vm1-manager,0,,,,0,0,0
2026-06-24 00:52:16.032000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,2,0
2026-06-24 00:52:16.032000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,122.176.122.24,,,0,2,0
2026-06-24 00:53:06.154000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
2026-06-24 00:53:14.173000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,209.99.185.239,,,0,1,0
2026-06-24 00:53:28.203000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,2,0
2026-06-24 00:53:28.203000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,81.69.250.106,,,0,2,0
2026-06-24 00:54:10.811000+00:00,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,1,45.148.10.141,,,0,1,0
2026-06-24 00:54:38.363000+00:00,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,0,45.148.10.141,,,0,2,0
2026-06-24 00:54:44.854000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,1,2.57.121.25,,,0,1,0
2026-06-24 00:55:34.490000+00:00,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,0,101.47.8.187,,,0,1,0
