timestamp,rule_id,rule_level,rule_description,rule_groups,agent_name,agent_id,src_ip,dst_ip,dst_port,label
2026-06-24T00:25:53.214+0000,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,001,45.148.10.147,,,
2026-06-24T00:26:09.297+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:26:19.318+0000,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,000,45.148.10.152,,,
2026-06-24T00:26:23.329+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,91.92.40.176,,,
2026-06-24T00:26:33.352+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,85.19.195.12,,,
2026-06-24T00:27:21.492+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,128.185.12.179,,,
2026-06-24T00:27:59.604+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,91.92.40.176,,,
2026-06-24T00:28:39.728+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:28:53.761+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:29:37.910+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,91.92.40.176,,,
2026-06-24T00:29:51.941+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,46.135.109.64,,,
2026-06-24T00:29:53.432+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,46.135.109.64,,,
2026-06-24T00:31:06.178+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:31:16.221+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,91.92.40.176,,,
2026-06-24T00:31:30.040+0000,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,001,45.148.10.151,,,
2026-06-24T00:31:32.263+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:31:56.336+0000,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,000,45.148.10.147,,,
2026-06-24T00:32:54.522+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,91.92.40.176,,,
2026-06-24T00:33:15.627+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,46.135.109.64,,,
2026-06-24T00:33:16.129+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,46.135.109.64,,,
2026-06-24T00:33:32.639+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:34:14.759+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:34:32.820+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,91.92.40.176,,,
2026-06-24T00:36:01.050+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:36:09.069+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,91.92.40.176,,,
2026-06-24T00:36:21.348+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:36:23.127+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:36:31.889+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,46.135.109.64,,,
2026-06-24T00:36:31.889+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,46.135.109.64,,,
2026-06-24T00:36:57.214+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,45.148.10.121,,,
2026-06-24T00:37:01.224+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:37:09.877+0000,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,001,45.148.10.151,,,
2026-06-24T00:37:35.513+0000,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,000,45.148.10.157,,,
2026-06-24T00:38:29.429+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:39:47.660+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:40:51.854+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:41:02.086+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,141.98.83.240,,,
2026-06-24T00:41:13.908+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:41:13.909+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:41:38.004+0000,86003,3,Docker: Error message,docker|docker-error,vm1-manager,000,,,,
2026-06-24T00:41:38.003+0000,86003,3,Docker: Error message,docker|docker-error,vm1-manager,000,,,,
2026-06-24T00:41:38.012+0000,86003,3,Docker: Error message,docker|docker-error,vm1-manager,000,,,,
2026-06-24T00:41:38.012+0000,86003,3,Docker: Error message,docker|docker-error,vm1-manager,000,,,,
2026-06-24T00:41:38.012+0000,86003,3,Docker: Error message,docker|docker-error,vm1-manager,000,,,,
2026-06-24T00:42:24.186+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:42:54.714+0000,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,001,45.227.254.170,,,
2026-06-24T00:43:20.296+0000,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,000,45.148.10.141,,,
2026-06-24T00:43:20.297+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:43:26.315+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:43:26.316+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:45:04.604+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:45:24.649+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:45:24.649+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:45:40.801+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:45:40.803+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:45:48.852+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:47:49.212+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:47:49.212+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:47:49.213+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:48:07.373+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:48:07.373+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:48:13.055+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,45.148.10.121,,,
2026-06-24T00:48:19.398+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:48:31.071+0000,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,001,45.148.10.147,,,
2026-06-24T00:48:32.561+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,,,,
2026-06-24T00:48:59.525+0000,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,000,45.227.254.170,,,
2026-06-24T00:49:09.548+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,141.98.83.240,,,
2026-06-24T00:49:54.579+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,46.135.109.64,,,
2026-06-24T00:49:54.620+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,46.135.109.64,,,
2026-06-24T00:49:59.660+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:49:59.661+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:50:13.707+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:50:13.708+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:50:29.749+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:50:39.777+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:51:21.884+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:51:21.903+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:51:57.987+0000,86003,3,Docker: Error message,docker|docker-error,vm1-manager,000,,,,
2026-06-24T00:52:16.032+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:52:16.032+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:53:06.154+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:53:14.173+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:53:28.203+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:53:28.203+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
2026-06-24T00:54:10.811+0000,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,001,45.148.10.141,,,
2026-06-24T00:54:38.363+0000,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,000,45.148.10.141,,,
2026-06-24T00:54:44.854+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,2.57.121.25,,,
2026-06-24T00:55:34.490+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,101.47.8.187,,,
2026-06-24T00:55:56.552+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:58:19.073+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,220.178.39.106,,,
2026-06-24T00:58:37.006+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T00:59:07.085+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:59:07.085+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T00:59:47.153+0000,5762,4,sshd: connection reset,syslog|sshd,agent-vm2,001,45.148.10.157,,,
2026-06-24T01:00:07.183+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,65.20.174.49,,,
2026-06-24T01:00:13.345+0000,5762,4,sshd: connection reset,syslog|sshd,vm1-manager,000,45.148.10.151,,,
2026-06-24T01:01:21.530+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,209.99.185.239,,,
2026-06-24T01:01:21.531+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T01:01:21.539+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T01:03:31.910+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T01:03:31.911+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,122.176.122.24,,,
2026-06-24T01:03:47.413+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,agent-vm2,001,193.46.255.86,,,
2026-06-24T01:03:55.972+0000,5710,5,sshd: Attempt to login using a non-existent user,syslog|sshd|authentication_failed|invalid_login,vm1-manager,000,81.69.250.106,,,
